type,ndcnum,Strength_Per_Unit,MME_Conversion_Factor
Hydrocodone,43386035101,5,1
Hydrocodone,43386035105,5,1
Hydrocodone,00406037701,7.5,1
Hydrocodone,00406037705,7.5,1
Hydrocodone,43386035201,7.5,1
Hydrocodone,43386035205,7.5,1
Hydrocodone,00406012512,10,1
Hydrocodone,35356079514,10,1
Hydrocodone,35356079521,10,1
Hydrocodone,42291033401,10,1
Hydrocodone,43063074906,10,1
Hydrocodone,43063074915,10,1
Hydrocodone,43063074920,10,1
Hydrocodone,43063074921,10,1
Hydrocodone,43063074930,10,1
Hydrocodone,43063074940,10,1
Hydrocodone,43063074956,10,1
Hydrocodone,43063074960,10,1
Hydrocodone,43063074984,10,1
Hydrocodone,43063074988,10,1
Hydrocodone,43063074990,10,1
Hydrocodone,43063074993,10,1
Hydrocodone,43063074998,10,1
Hydrocodone,50436261201,10,1
Hydrocodone,50436261202,10,1
Hydrocodone,50436261204,10,1
Hydrocodone,51862058701,10,1
Hydrocodone,51862058705,10,1
Hydrocodone,53217026702,10,1
Hydrocodone,53217026710,10,1
Hydrocodone,53217026712,10,1
Hydrocodone,53217026716,10,1
Hydrocodone,53217026720,10,1
Hydrocodone,53217026728,10,1
Hydrocodone,53217026730,10,1
Hydrocodone,53217026732,10,1
Hydrocodone,53217026740,10,1
Hydrocodone,53217026745,10,1
Hydrocodone,53217026750,10,1
Hydrocodone,53217026756,10,1
Hydrocodone,53217026760,10,1
Hydrocodone,53217026784,10,1
Hydrocodone,53217026790,10,1
Hydrocodone,53217026792,10,1
Hydrocodone,55700026014,10,1
Hydrocodone,55700026021,10,1
Hydrocodone,63187077820,10,1
Hydrocodone,63187077860,10,1
Hydrocodone,63187077890,10,1
Hydrocodone,63187083860,2.5,1
Hydrocodone,63187083890,2.5,1
Hydrocodone,00406012312,5,1
Hydrocodone,00591217201,5,1
Hydrocodone,00904656761,5,1
Hydrocodone,42291033201,5,1
Hydrocodone,43063068604,5,1
Hydrocodone,43063068606,5,1
Hydrocodone,43063068612,5,1
Hydrocodone,43063068615,5,1
Hydrocodone,43063068693,5,1
Hydrocodone,43063068698,5,1
Hydrocodone,50436010901,5,1
Hydrocodone,50436010902,5,1
Hydrocodone,50436010904,5,1
Hydrocodone,51862058505,5,1
Hydrocodone,52544007101,5,1
Hydrocodone,53217026502,5,1
Hydrocodone,53217026510,5,1
Hydrocodone,53217026512,5,1
Hydrocodone,53217026515,5,1
Hydrocodone,53217026516,5,1
Hydrocodone,53217026520,5,1
Hydrocodone,53217026524,5,1
Hydrocodone,53217026530,5,1
Hydrocodone,53217026540,5,1
Hydrocodone,53217026550,5,1
Hydrocodone,53217026560,5,1
Hydrocodone,53217026590,5,1
Hydrocodone,55700026114,5,1
Hydrocodone,55700026121,5,1
Hydrocodone,60760020220,5,1
Hydrocodone,63187037515,5,1
Hydrocodone,63187037520,5,1
Hydrocodone,63187037530,5,1
Hydrocodone,63187037560,5,1
Hydrocodone,63739032610,5,1
Hydrocodone,00406012412,7.5,1
Hydrocodone,42291033301,7.5,1
Hydrocodone,50268040011,7.5,1
Hydrocodone,50268040015,7.5,1
Hydrocodone,50436260501,7.5,1
Hydrocodone,50436260502,7.5,1
Hydrocodone,50436260504,7.5,1
Hydrocodone,51862058601,7.5,1
Hydrocodone,51862058605,7.5,1
Hydrocodone,53217026602,7.5,1
Hydrocodone,53217026610,7.5,1
Hydrocodone,53217026612,7.5,1
Hydrocodone,53217026615,7.5,1
Hydrocodone,53217026618,7.5,1
Hydrocodone,53217026620,7.5,1
Hydrocodone,53217026630,7.5,1
Hydrocodone,53217026640,7.5,1
Hydrocodone,53217026645,7.5,1
Hydrocodone,53217026660,7.5,1
Hydrocodone,53217026690,7.5,1
Hydrocodone,63187065830,7.5,1
Hydrocodone,63187065860,7.5,1
Hydrocodone,65162011510,7.5,1
Hydrocodone,65162011511,7.5,1
Hydrocodone,65162011550,7.5,1
Hydrocodone,00044072502,10,1
Hydrocodone,00044072503,10,1
Hydrocodone,00044072702,5,1
Hydrocodone,00044072703,5,1
Hydrocodone,00044072741,5,1
Hydrocodone,00044072802,7.5,1
Hydrocodone,00044072803,7.5,1
Hydrocodone,00044072841,7.5,1
Hydrocodone,00047016424,10,1
Hydrocodone,00047031824,2.5,1
Hydrocodone,00047031924,7.5,1
Hydrocodone,00047031930,7.5,1
Hydrocodone,00047035524,7.5,1
Hydrocodone,00047044824,5,1
Hydrocodone,00047044830,5,1
Hydrocodone,00047048624,7.5,1
Hydrocodone,00047048630,7.5,1
Hydrocodone,00056009170,5,1
Hydrocodone,00074194912,5,1
Hydrocodone,00074194914,5,1
Hydrocodone,00074194954,5,1
Hydrocodone,00074197312,7.5,1
Hydrocodone,00074197314,7.5,1
Hydrocodone,00074197354,7.5,1
Hydrocodone,00074227414,10,1
Hydrocodone,00074227454,10,1
Hydrocodone,00074304113,5,1
Hydrocodone,00074304153,5,1
Hydrocodone,00074304313,7.5,1
Hydrocodone,00074304353,7.5,1
Hydrocodone,00074305413,10,1
Hydrocodone,00074305453,10,1
Hydrocodone,00086005710,5,1
Hydrocodone,00093056701,5,1
Hydrocodone,00093056705,5,1
Hydrocodone,00093056710,5,1
Hydrocodone,00093056801,7.5,1
Hydrocodone,00093056805,7.5,1
Hydrocodone,00093056810,7.5,1
Hydrocodone,00093056901,7.5,1
Hydrocodone,00095014101,5,1
Hydrocodone,00121077204,0.5,1
Hydrocodone,00121077216,0.5,1
Hydrocodone,00121465505,0.5,1
Hydrocodone,00121465510,0.5,1
Hydrocodone,00121465515,0.5,1
Hydrocodone,00121477107,0.666666666666667,1
Hydrocodone,00121477115,0.666666666666667,1
Hydrocodone,00121477205,0.5,1
Hydrocodone,00121477210,0.5,1
Hydrocodone,00121477215,0.5,1
Hydrocodone,00131210437,5,1
Hydrocodone,00131210441,5,1
Hydrocodone,00143128552,5,1
Hydrocodone,00172564260,5,1
Hydrocodone,00172564270,5,1
Hydrocodone,00172564360,5,1
Hydrocodone,00172564370,5,1
Hydrocodone,00172564460,5,1
Hydrocodone,00182003401,10,1
Hydrocodone,00182003405,10,1
Hydrocodone,00182015601,5,1
Hydrocodone,00182068101,7.5,1
Hydrocodone,00182068105,7.5,1
Hydrocodone,00182069101,7.5,1
Hydrocodone,00182069105,7.5,1
Hydrocodone,00182069201,7.5,1
Hydrocodone,00182069205,7.5,1
Hydrocodone,00182176501,5,1
Hydrocodone,00182176505,5,1
Hydrocodone,00182176589,5,1
Hydrocodone,00185047401,5,1
Hydrocodone,00185047405,5,1
Hydrocodone,00185047410,5,1
Hydrocodone,00185047501,7.5,1
Hydrocodone,00185047505,7.5,1
Hydrocodone,00225045015,5,1
Hydrocodone,00254359128,2.5,1
Hydrocodone,00254359228,5,1
Hydrocodone,00254359235,5,1
Hydrocodone,00254359238,5,1
Hydrocodone,00254359428,7.5,1
Hydrocodone,00254359435,7.5,1
Hydrocodone,00254359438,7.5,1
Hydrocodone,00254359528,7.5,1
Hydrocodone,00254359535,7.5,1
Hydrocodone,00254359628,7.5,1
Hydrocodone,00254359635,7.5,1
Hydrocodone,00254359728,10,1
Hydrocodone,00254359735,10,1
Hydrocodone,00254359828,10,1
Hydrocodone,00254359835,10,1
Hydrocodone,00254360028,10,1
Hydrocodone,00254360035,10,1
Hydrocodone,00254360038,10,1
Hydrocodone,00254360128,10,1
Hydrocodone,00254360135,10,1
Hydrocodone,00258362201,7.5,1
Hydrocodone,00258362205,7.5,1
Hydrocodone,00258365801,10,1
Hydrocodone,00258365805,10,1
Hydrocodone,00258366601,5,1
Hydrocodone,00258366605,5,1
Hydrocodone,00302332101,5,1
Hydrocodone,00302332105,5,1
Hydrocodone,00339404912,5,1
Hydrocodone,00339405112,7.5,1
Hydrocodone,00349849401,5,1
Hydrocodone,00349849405,5,1
Hydrocodone,00349849410,5,1
Hydrocodone,00349849453,5,1
Hydrocodone,00364074401,5,1
Hydrocodone,00364074405,5,1
Hydrocodone,00364250501,7.5,1
Hydrocodone,00403109710,7.5,1
Hydrocodone,00403109715,7.5,1
Hydrocodone,00403109720,7.5,1
Hydrocodone,00403125810,5,1
Hydrocodone,00403125812,5,1
Hydrocodone,00403125814,5,1
Hydrocodone,00403125815,5,1
Hydrocodone,00403125820,5,1
Hydrocodone,00403125824,5,1
Hydrocodone,00403126012,7.5,1
Hydrocodone,00403126015,7.5,1
Hydrocodone,00403126020,7.5,1
Hydrocodone,00403126030,7.5,1
Hydrocodone,00403227710,5,1
Hydrocodone,00403227712,5,1
Hydrocodone,00403227715,5,1
Hydrocodone,00403227730,5,1
Hydrocodone,00403297601,5,1
Hydrocodone,00403297612,5,1
Hydrocodone,00403411120,2.5,1
Hydrocodone,00403411130,2.5,1
Hydrocodone,00403452210,7.5,1
Hydrocodone,00403452215,7.5,1
Hydrocodone,00403452220,7.5,1
Hydrocodone,00403452230,7.5,1
Hydrocodone,00403468701,10,1
Hydrocodone,00403468730,10,1
Hydrocodone,00403519610,7.5,1
Hydrocodone,00403519620,7.5,1
Hydrocodone,00405001501,5,1
Hydrocodone,00405001502,5,1
Hydrocodone,00405001601,7.5,1
Hydrocodone,00405001602,7.5,1
Hydrocodone,00405001701,7.5,1
Hydrocodone,00405001702,7.5,1
Hydrocodone,00406012301,5,1
Hydrocodone,00406012305,5,1
Hydrocodone,00406012310,5,1
Hydrocodone,00406012323,5,1
Hydrocodone,00406012362,5,1
Hydrocodone,00406012401,7.5,1
Hydrocodone,00406012405,7.5,1
Hydrocodone,00406012410,7.5,1
Hydrocodone,00406012423,7.5,1
Hydrocodone,00406012462,7.5,1
Hydrocodone,00406012501,10,1
Hydrocodone,00406012505,10,1
Hydrocodone,00406012510,10,1
Hydrocodone,00406012523,10,1
Hydrocodone,00406012562,10,1
Hydrocodone,00406035701,5,1
Hydrocodone,00406035705,5,1
Hydrocodone,00406035709,5,1
Hydrocodone,00406035710,5,1
Hydrocodone,00406035723,5,1
Hydrocodone,00406035733,5,1
Hydrocodone,00406035762,5,1
Hydrocodone,00406035791,5,1
Hydrocodone,00406035801,7.5,1
Hydrocodone,00406035805,7.5,1
Hydrocodone,00406035823,7.5,1
Hydrocodone,00406035833,7.5,1
Hydrocodone,00406035862,7.5,1
Hydrocodone,00406035891,7.5,1
Hydrocodone,00406035901,7.5,1
Hydrocodone,00406035905,7.5,1
Hydrocodone,00406035910,7.5,1
Hydrocodone,00406036001,7.5,1
Hydrocodone,00406036005,7.5,1
Hydrocodone,00406036009,7.5,1
Hydrocodone,00406036010,7.5,1
Hydrocodone,00406036091,7.5,1
Hydrocodone,00406036101,10,1
Hydrocodone,00406036105,10,1
Hydrocodone,00406036162,10,1
Hydrocodone,00406036191,10,1
Hydrocodone,00406036201,10,1
Hydrocodone,00406036301,10,1
Hydrocodone,00406036305,10,1
Hydrocodone,00406036323,10,1
Hydrocodone,00406036362,10,1
Hydrocodone,00406036391,10,1
Hydrocodone,00406036401,10,1
Hydrocodone,00406036501,5,1
Hydrocodone,00406036505,5,1
Hydrocodone,00406036523,5,1
Hydrocodone,00406036562,5,1
Hydrocodone,00406036601,7.5,1
Hydrocodone,00406036605,7.5,1
Hydrocodone,00406036623,7.5,1
Hydrocodone,00406036662,7.5,1
Hydrocodone,00406036701,10,1
Hydrocodone,00406036705,10,1
Hydrocodone,00406036762,10,1
Hydrocodone,00406036791,10,1
Hydrocodone,00406435701,5,1
Hydrocodone,00406536101,5,1
Hydrocodone,00406536105,5,1
Hydrocodone,00406536201,7.5,1
Hydrocodone,00406536205,7.5,1
Hydrocodone,00406536301,10,1
Hydrocodone,00406536305,10,1
Hydrocodone,00456041600,5,1
Hydrocodone,00456041601,5,1
Hydrocodone,00456060101,5,1
Hydrocodone,00456060102,5,1
Hydrocodone,00485005001,5,1
Hydrocodone,00486077116,0.666666666666667,1
Hydrocodone,00525930101,5,1
Hydrocodone,00536385301,10,1
Hydrocodone,00536391401,5,1
Hydrocodone,00536391405,5,1
Hydrocodone,00536396401,5,1
Hydrocodone,00536550701,7.5,1
Hydrocodone,00536550801,7.5,1
Hydrocodone,00536550805,7.5,1
Hydrocodone,00536551001,10,1
Hydrocodone,00536573101,7.5,1
Hydrocodone,00536591101,5,1
Hydrocodone,00551018001,5,1
Hydrocodone,00555032502,5,1
Hydrocodone,00555032504,5,1
Hydrocodone,00555073602,7.5,1
Hydrocodone,00555073604,7.5,1
Hydrocodone,00555089502,7.5,1
Hydrocodone,00555089504,7.5,1
Hydrocodone,00555089602,2.5,1
Hydrocodone,00555089702,7.5,1
Hydrocodone,00555089704,7.5,1
Hydrocodone,00555089802,10,1
Hydrocodone,00555089804,10,1
Hydrocodone,00555091502,5,1
Hydrocodone,00555091504,5,1
Hydrocodone,00555091902,10,1
Hydrocodone,00555091904,10,1
Hydrocodone,00591034901,5,1
Hydrocodone,00591034905,5,1
Hydrocodone,00591038501,7.5,1
Hydrocodone,00591038505,7.5,1
Hydrocodone,00591038701,7.5,1
Hydrocodone,00591038705,7.5,1
Hydrocodone,00591038801,2.5,1
Hydrocodone,00591050201,7.5,1
Hydrocodone,00591050205,7.5,1
Hydrocodone,00591050301,10,1
Hydrocodone,00591050305,10,1
Hydrocodone,00591051701,10,1
Hydrocodone,00591054001,10,1
Hydrocodone,00591054005,10,1
Hydrocodone,00591085301,10,1
Hydrocodone,00591085305,10,1
Hydrocodone,00591217101,2.5,1
Hydrocodone,00591217205,5,1
Hydrocodone,00591217401,5,1
Hydrocodone,00591217405,5,1
Hydrocodone,00591217501,7.5,1
Hydrocodone,00591217505,7.5,1
Hydrocodone,00591217601,10,1
Hydrocodone,00591217605,10,1
Hydrocodone,00591260501,7.5,1
Hydrocodone,00591260505,7.5,1
Hydrocodone,00591260701,10,1
Hydrocodone,00591260901,10,1
Hydrocodone,00591260905,10,1
Hydrocodone,00591261001,10,1
Hydrocodone,00591261005,10,1
Hydrocodone,00591261101,7.5,1
Hydrocodone,00591261105,7.5,1
Hydrocodone,00591261201,10,1
Hydrocodone,00591261205,10,1
Hydrocodone,00591320201,5,1
Hydrocodone,00591320205,5,1
Hydrocodone,00591320301,7.5,1
Hydrocodone,00591322801,10,1
Hydrocodone,00603360921,10,1
Hydrocodone,00603388021,2.5,1
Hydrocodone,00603388102,5,1
Hydrocodone,00603388104,5,1
Hydrocodone,00603388112,5,1
Hydrocodone,00603388116,5,1
Hydrocodone,00603388119,5,1
Hydrocodone,00603388120,5,1
Hydrocodone,00603388121,5,1
Hydrocodone,00603388122,5,1
Hydrocodone,00603388128,5,1
Hydrocodone,00603388132,5,1
Hydrocodone,00603388202,7.5,1
Hydrocodone,00603388204,7.5,1
Hydrocodone,00603388212,7.5,1
Hydrocodone,00603388216,7.5,1
Hydrocodone,00603388220,7.5,1
Hydrocodone,00603388221,7.5,1
Hydrocodone,00603388222,7.5,1
Hydrocodone,00603388228,7.5,1
Hydrocodone,00603388232,7.5,1
Hydrocodone,00603388302,7.5,1
Hydrocodone,00603388320,7.5,1
Hydrocodone,00603388321,7.5,1
Hydrocodone,00603388322,7.5,1
Hydrocodone,00603388328,7.5,1
Hydrocodone,00603388332,7.5,1
Hydrocodone,00603388421,7.5,1
Hydrocodone,00603388428,7.5,1
Hydrocodone,00603388502,10,1
Hydrocodone,00603388504,10,1
Hydrocodone,00603388516,10,1
Hydrocodone,00603388520,10,1
Hydrocodone,00603388521,10,1
Hydrocodone,00603388522,10,1
Hydrocodone,00603388528,10,1
Hydrocodone,00603388532,10,1
Hydrocodone,00603388621,10,1
Hydrocodone,00603388628,10,1
Hydrocodone,00603388702,10,1
Hydrocodone,00603388704,10,1
Hydrocodone,00603388712,10,1
Hydrocodone,00603388720,10,1
Hydrocodone,00603388721,10,1
Hydrocodone,00603388722,10,1
Hydrocodone,00603388726,10,1
Hydrocodone,00603388728,10,1
Hydrocodone,00603388732,10,1
Hydrocodone,00603388802,10,1
Hydrocodone,00603388804,10,1
Hydrocodone,00603388816,10,1
Hydrocodone,00603388820,10,1
Hydrocodone,00603388821,10,1
Hydrocodone,00603388822,10,1
Hydrocodone,00603388826,10,1
Hydrocodone,00603388828,10,1
Hydrocodone,00603388832,10,1
Hydrocodone,00603388921,7.5,1
Hydrocodone,00603389002,5,1
Hydrocodone,00603389004,5,1
Hydrocodone,00603389016,5,1
Hydrocodone,00603389020,5,1
Hydrocodone,00603389021,5,1
Hydrocodone,00603389022,5,1
Hydrocodone,00603389028,5,1
Hydrocodone,00603389032,5,1
Hydrocodone,00603389102,7.5,1
Hydrocodone,00603389121,7.5,1
Hydrocodone,00603389122,7.5,1
Hydrocodone,00603389128,7.5,1
Hydrocodone,00603389132,7.5,1
Hydrocodone,00615040029,5,1
Hydrocodone,00615040043,5,1
Hydrocodone,00615040053,5,1
Hydrocodone,00615040063,5,1
Hydrocodone,00615040065,5,1
Hydrocodone,00677118401,5,1
Hydrocodone,00677118405,5,1
Hydrocodone,00677150401,7.5,1
Hydrocodone,00677150405,7.5,1
Hydrocodone,00677162101,7.5,1
Hydrocodone,00677162105,7.5,1
Hydrocodone,00677162201,10,1
Hydrocodone,00682080801,5,1
Hydrocodone,00713070489,0.5,1
Hydrocodone,00781151301,7.5,1
Hydrocodone,00781151305,7.5,1
Hydrocodone,00781152301,7.5,1
Hydrocodone,00781152401,10,1
Hydrocodone,00781153201,7.5,1
Hydrocodone,00781153205,7.5,1
Hydrocodone,00781160601,5,1
Hydrocodone,00781160605,5,1
Hydrocodone,00785112001,5,1
Hydrocodone,00785112201,7.5,1
Hydrocodone,00785112230,7.5,1
Hydrocodone,00785112250,7.5,1
Hydrocodone,00785112263,7.5,1
Hydrocodone,00785635001,10,1
Hydrocodone,00785635050,10,1
Hydrocodone,00785635063,10,1
Hydrocodone,00813012501,5,1
Hydrocodone,00813012505,5,1
Hydrocodone,00813250001,5,1
Hydrocodone,00813250005,5,1
Hydrocodone,00813750001,7.5,1
Hydrocodone,00813750005,7.5,1
Hydrocodone,00814025514,5,1
Hydrocodone,00814025528,5,1
Hydrocodone,00839717606,5,1
Hydrocodone,00839717612,5,1
Hydrocodone,00839772806,7.5,1
Hydrocodone,00839772812,7.5,1
Hydrocodone,00839778106,7.5,1
Hydrocodone,00839778112,7.5,1
Hydrocodone,00839804806,10,1
Hydrocodone,00839806106,7.5,1
Hydrocodone,00879057401,5,1
Hydrocodone,00879057405,5,1
Hydrocodone,00879057410,5,1
Hydrocodone,00879076501,5,1
Hydrocodone,00879076505,5,1
Hydrocodone,00879076510,5,1
Hydrocodone,00879077801,10,1
Hydrocodone,00879077805,10,1
Hydrocodone,00879077810,10,1
Hydrocodone,00879077901,7.5,1
Hydrocodone,00879077905,7.5,1
Hydrocodone,00879077910,7.5,1
Hydrocodone,00879078001,7.5,1
Hydrocodone,00879078005,7.5,1
Hydrocodone,00879078010,7.5,1
Hydrocodone,00904344040,5,1
Hydrocodone,00904344060,5,1
Hydrocodone,00904344061,5,1
Hydrocodone,00904344080,5,1
Hydrocodone,00904344260,5,1
Hydrocodone,00904502260,7.5,1
Hydrocodone,00904512740,10,1
Hydrocodone,00904512760,10,1
Hydrocodone,00904515840,7.5,1
Hydrocodone,00904515860,7.5,1
Hydrocodone,00904528840,10,1
Hydrocodone,00904641961,5,1
Hydrocodone,00904642061,7.5,1
Hydrocodone,00904642161,10,1
Hydrocodone,00904763060,2.5,1
Hydrocodone,00904763140,7.5,1
Hydrocodone,00904763160,7.5,1
Hydrocodone,00904763240,7.5,1
Hydrocodone,00904763260,7.5,1
Hydrocodone,00904763261,7.5,1
Hydrocodone,10544000810,5,1
Hydrocodone,10544003812,7.5,1
Hydrocodone,10544020210,5,1
Hydrocodone,10544020310,5,1
Hydrocodone,10544020315,5,1
Hydrocodone,10544020320,5,1
Hydrocodone,10544020530,7.5,1
Hydrocodone,10544020612,7.5,1
Hydrocodone,10544031402,10,1
Hydrocodone,10544031404,10,1
Hydrocodone,10544031428,10,1
Hydrocodone,10544031430,10,1
Hydrocodone,10544031460,10,1
Hydrocodone,10544031490,10,1
Hydrocodone,10544031502,5,1
Hydrocodone,10544031504,5,1
Hydrocodone,10544031528,5,1
Hydrocodone,10544031530,5,1
Hydrocodone,10544031560,5,1
Hydrocodone,10544031584,5,1
Hydrocodone,10544031602,7.5,1
Hydrocodone,10544031615,7.5,1
Hydrocodone,10544031630,7.5,1
Hydrocodone,10544031660,7.5,1
Hydrocodone,10544031684,7.5,1
Hydrocodone,10544035630,5,1
Hydrocodone,10544035660,5,1
Hydrocodone,10544035690,5,1
Hydrocodone,10544035702,7.5,1
Hydrocodone,10544035728,7.5,1
Hydrocodone,10544035730,7.5,1
Hydrocodone,10544035756,7.5,1
Hydrocodone,10544035760,7.5,1
Hydrocodone,10544035790,7.5,1
Hydrocodone,10544038642,7.5,1
Hydrocodone,10544038684,7.5,1
Hydrocodone,10544040902,5,1
Hydrocodone,10544040904,5,1
Hydrocodone,10544040928,5,1
Hydrocodone,10544040930,5,1
Hydrocodone,10544040960,5,1
Hydrocodone,10544040984,5,1
Hydrocodone,10544057412,7.5,1
Hydrocodone,10544061110,5,1
Hydrocodone,10544061210,5,1
Hydrocodone,10544061215,5,1
Hydrocodone,10544061220,5,1
Hydrocodone,10544061230,5,1
Hydrocodone,10892011310,5,1
Hydrocodone,10914055001,5,1
Hydrocodone,10914055101,7.5,1
Hydrocodone,10914055201,10,1
Hydrocodone,11808077701,5,1
Hydrocodone,11808077705,5,1
Hydrocodone,11845013601,5,1
Hydrocodone,11845013603,5,1
Hydrocodone,12280003500,10,1
Hydrocodone,12280005300,7.5,1
Hydrocodone,12280017600,7.5,1
Hydrocodone,12463050001,5,1
Hydrocodone,12539098401,5,1
Hydrocodone,12634014471,10,1
Hydrocodone,12634051460,5,1
Hydrocodone,12634051471,5,1
Hydrocodone,12634051480,5,1
Hydrocodone,12634078350,7.5,1
Hydrocodone,12634078360,7.5,1
Hydrocodone,12634078371,7.5,1
Hydrocodone,12634078384,7.5,1
Hydrocodone,12758006701,5,1
Hydrocodone,13107001901,5,1
Hydrocodone,13107001905,5,1
Hydrocodone,13107002001,7.5,1
Hydrocodone,13107002005,7.5,1
Hydrocodone,13107002101,10,1
Hydrocodone,13107002105,10,1
Hydrocodone,13107002199,10,1
Hydrocodone,13811065710,2.5,1
Hydrocodone,16590010580,7.5,1
Hydrocodone,16590011230,2.5,1
Hydrocodone,16590011260,2.5,1
Hydrocodone,16590011272,2.5,1
Hydrocodone,16590011290,2.5,1
Hydrocodone,16590011310,5,1
Hydrocodone,16590011315,5,1
Hydrocodone,16590011320,5,1
Hydrocodone,16590011325,5,1
Hydrocodone,16590011330,5,1
Hydrocodone,16590011340,5,1
Hydrocodone,16590011345,5,1
Hydrocodone,16590011350,5,1
Hydrocodone,16590011356,5,1
Hydrocodone,16590011360,5,1
Hydrocodone,16590011362,5,1
Hydrocodone,16590011371,5,1
Hydrocodone,16590011372,5,1
Hydrocodone,16590011373,5,1
Hydrocodone,16590011375,5,1
Hydrocodone,16590011382,5,1
Hydrocodone,16590011383,5,1
Hydrocodone,16590011384,5,1
Hydrocodone,16590011386,5,1
Hydrocodone,16590011390,5,1
Hydrocodone,16590011428,7.5,1
Hydrocodone,16590011430,7.5,1
Hydrocodone,16590011440,7.5,1
Hydrocodone,16590011445,7.5,1
Hydrocodone,16590011456,7.5,1
Hydrocodone,16590011460,7.5,1
Hydrocodone,16590011471,7.5,1
Hydrocodone,16590011472,7.5,1
Hydrocodone,16590011482,7.5,1
Hydrocodone,16590011483,7.5,1
Hydrocodone,16590011484,7.5,1
Hydrocodone,16590011490,7.5,1
Hydrocodone,16590011510,7.5,1
Hydrocodone,16590011515,7.5,1
Hydrocodone,16590011520,7.5,1
Hydrocodone,16590011528,7.5,1
Hydrocodone,16590011530,7.5,1
Hydrocodone,16590011540,7.5,1
Hydrocodone,16590011545,7.5,1
Hydrocodone,16590011550,7.5,1
Hydrocodone,16590011556,7.5,1
Hydrocodone,16590011560,7.5,1
Hydrocodone,16590011562,7.5,1
Hydrocodone,16590011571,7.5,1
Hydrocodone,16590011572,7.5,1
Hydrocodone,16590011573,7.5,1
Hydrocodone,16590011575,7.5,1
Hydrocodone,16590011580,7.5,1
Hydrocodone,16590011581,7.5,1
Hydrocodone,16590011582,7.5,1
Hydrocodone,16590011583,7.5,1
Hydrocodone,16590011584,7.5,1
Hydrocodone,16590011590,7.5,1
Hydrocodone,16590011620,7.5,1
Hydrocodone,16590011630,7.5,1
Hydrocodone,16590011640,7.5,1
Hydrocodone,16590011660,7.5,1
Hydrocodone,16590011671,7.5,1
Hydrocodone,16590011672,7.5,1
Hydrocodone,16590011690,7.5,1
Hydrocodone,16590011710,7.5,1
Hydrocodone,16590011720,7.5,1
Hydrocodone,16590011730,7.5,1
Hydrocodone,16590011740,7.5,1
Hydrocodone,16590011760,7.5,1
Hydrocodone,16590011772,7.5,1
Hydrocodone,16590011782,7.5,1
Hydrocodone,16590011790,7.5,1
Hydrocodone,16590011820,10,1
Hydrocodone,16590011828,10,1
Hydrocodone,16590011830,10,1
Hydrocodone,16590011840,10,1
Hydrocodone,16590011845,10,1
Hydrocodone,16590011850,10,1
Hydrocodone,16590011856,10,1
Hydrocodone,16590011860,10,1
Hydrocodone,16590011862,10,1
Hydrocodone,16590011871,10,1
Hydrocodone,16590011872,10,1
